ID,AICK-011-12-2422-2,AICK-046-(13-006),AICK-050-(13-551),AICK-066-(13-2538),AICK-097-(14-2320),AICK-126-1S-0642-3,AKU-008-AN,AKU-012-RW-2,AKU-014-RW,AKU-017-RW,AKUH-018-PI,AKUH-020-WN,AKUH-021-PB,AKUH-022-PB,AKUH-024-SP
ENSG00000137478,151.352007,123.3233796,382.0638217,134.8474475,217.7166887,42.42683333,162.978421,170.6924722,274.5380427,73.15422801,160.9953735,172.5329335,264.6058377,220.5386907,113.5796634
ENSG00000137486,96.60766402,71.00437008,57.06599887,139.1283189,39.42555731,106.0670833,9.81797717,43.31003026,76.56439438,103.166219,58.5437722,32.81876452,38.25626569,53.81336243,142.3531781
ENSG00000137491,22.54178827,231.6984708,131.5301681,134.8474475,100.3161403,84.85366666,278.8305516,129.9300908,516.4450697,134.1160847,346.3839855,232.5443886,185.8161476,642.8774904,88.84453671
ENSG00000137492,128.8102187,112.1121633,361.8819441,162.6731113,714.4787108,148.4939167,166.9056119,224.1930978,133.805394,211.9596863,434.1996438,204.414019,395.3147454,157.1157992,206.4625881
ENSG00000137494,25.76204374,59.79315375,64.72119385,55.65132755,80.16529986,21.21341666,19.63595434,17.83354187,33.17790423,29.07411626,53.66512452,21.56661668,38.25626569,29.78953992,31.29750725
ENSG00000137496,0,63.53022586,54.28229161,12.84261405,29.78819885,0,46.1444927,76.42946517,59.79314608,128.4888364,58.5437722,68.45056599,100.6504133,36.51621022,122.6660365
ENSG00000137497,318.8052913,209.2760381,412.6846016,736.3098722,319.3470142,869.7500832,465.3721178,715.8893237,682.6991832,1499.661674,463.4715299,454.7743083,924.5264208,354.5916203,1236.251536
ENSG00000137500,106.2684304,71.00437008,210.1698983,119.8643978,269.8460367,21.21341666,67.74404247,63.69122097,107.9193368,90.03597293,78.05836293,92.83021963,148.9261771,94.6538607,106.5124843
ENSG00000137501,28.98229921,85.95265852,105.0849491,321.0653513,103.8206342,360.6280833,132.5426918,96.81065588,195.4215018,90.97384765,170.7526689,98.45629355,626.2186348,493.9297908,62.09021599
ENSG00000137502,154.5722624,104.6380191,510.1143558,139.1283189,481.4298609,0,226.7952726,43.31003026,187.7650624,87.22234878,58.5437722,376.9469525,76.51253138,170.5691398,31.29750725
ENSG00000137504,389.6509115,568.0349606,906.0967138,577.9176323,888.3892246,381.8415,423.154816,349.0278909,588.816652,642.4441819,804.9768677,525.1002323,1024.721402,537.1726714,552.2495634
ENSG00000137507,38.64306561,0,18.79002402,109.1622194,8.323173209,487.9085833,112.9067374,28.02413723,73.82995172,289.8032879,29.2718861,17.81590074,41.44428783,30.27001637,322.5662441
ENSG00000137509,57.96459841,82.21558641,182.3328257,128.4261405,144.9984385,106.0670833,99.16156941,63.69122097,107.9193368,135.0539594,141.4807828,135.025774,124.7882952,153.7524641,36.85029079
ENSG00000137513,32.20255467,44.84486531,50.10673072,34.2469708,110.3915605,0,51.05348128,35.66708374,48.4907831,60.02398196,34.15053378,24.37965364,71.95821403,29.78953992,100.4549023
ENSG00000137522,19.3215328,63.53022586,53.5863648,25.6852281,81.04142335,0,65.78044704,119.7394954,88.04905353,110.6692167,121.9661921,71.26360295,144.3718598,105.2243426,119.1324469
ENSG00000137547,109.4886859,63.53022586,105.780876,2.140435675,59.57639771,63.64024999,80.50741279,91.7153582,100.4451936,18.75749436,14.63594305,71.26360295,38.25626569,32.19192217,87.33014119
ENSG00000137558,12.88102187,3296.097601,677.1367915,160.5326756,59.57639771,0,257.2310018,28.02413723,37.91760483,287.9275384,24.39323842,165.9691806,14.5738155,16.33619931,165.5739093
ENSG00000137561,0,22.42243266,57.76192569,0,3.504493983,0,0,0,28.98509216,4.68937359,9.757295366,11.25214783,34.61281181,8.168099654,3.533589528
ENSG00000137563,86.94689762,7.474144219,185.1165329,64.21307025,40.3016808,0,25.52674064,66.23886981,58.15248049,86.28447406,4.878647683,56.26073917,42.3551513,43.72335697,56.03263395
ENSG00000137571,25.76204374,7.474144219,41.05968212,36.38740648,15.77022292,0,136.4698827,56.04827446,28.43820363,19.69536908,53.66512452,134.088095,7.28690775,43.24288052,17.16314914
ENSG00000137573,83.72664215,2466.467592,132.226095,333.9079653,644.8268928,700.0427499,689.2219973,517.1727143,1487.536805,393.9073816,351.2626332,401.3266061,1014.246472,919.6319258,130.238014
ENSG00000137574,202.8760944,213.0131102,171.1979966,47.08958485,191.8710456,21.21341666,71.67123334,168.1448234,212.3750463,40.32861288,248.8110318,161.2807856,127.0654539,101.8610075,101.4644993
ENSG00000137575,251.1799265,411.077932,530.2962334,162.6731113,864.7338903,466.6951666,339.7020101,321.0037537,494.7518246,132.2403352,229.2964411,357.2556937,350.6824355,445.8821458,288.2399458
ENSG00000137601,125.5899632,115.8492354,114.8279246,42.8087135,125.2856599,106.0670833,215.9954977,43.31003026,84.58542617,169.755324,141.4807828,93.76789862,125.243727,112.9119658,85.81574568
ENSG00000137628,615.0687943,396.1296436,705.669791,89.89829835,105.5728812,21.21341666,482.062679,145.2159838,382.8219719,54.39673365,121.9661921,70.32592397,94.27436902,287.8053937,178.1938719
ENSG00000137634,0,0,0,0,0.438061748,0,0.981797717,0,3.281331188,8.440872462,0,0,5.920612547,0.48047645,0
ENSG00000137642,25.76204374,317.6511293,1008.397956,276.1162021,581.3079394,84.85366666,130.5790964,147.7636327,323.7580105,294.4926615,526.8939498,346.0035459,204.4888487,332.97018,312.470274
ENSG00000137648,0,11.21121633,0.695926816,402.4019069,0.438061748,593.9756666,0,10.19059536,1.458369417,0,0,0,4.098885609,0,12.6199626
ENSG00000137656,35.42281014,0,17.39817039,12.84261405,22.77921089,0,45.16269498,35.66708374,38.64678954,17.81961964,29.2718861,38.44483843,45.99860517,29.30906346,26.24952221
ENSG00000137672,0,11.21121633,23.66151173,44.94914918,7.008987966,212.1341666,26.50853836,43.31003026,28.98509216,12.19237133,4.878647683,10.31446885,27.7813358,4.324288052,10.09597008
ENSG00000137673,77.28613122,209.2760381,38.27597485,0,37.67331032,21.21341666,269.9943722,40.76238142,14.21910181,0.937874718,24.39323842,8.439110876,112.4916384,28.34811056,71.68138757
ENSG00000137674,9.660766402,18.68536055,26.44521899,0,8.761234957,0,22.58134749,35.66708374,4.37510825,3.751498872,78.05836293,10.31446885,11.38579336,1.921905801,2.019194016
ENSG00000137675,0,0,0,0,0.438061748,0,0,2.547648839,0.182296177,0,0,0,0,1.921905801,0
ENSG00000137691,0,0,1.391853631,25.6852281,0,0,0,0,1.822961771,0,0,0,0.455431734,1.921905801,1.009597008
ENSG00000137692,48.30383201,56.05608164,59.15377932,53.51089188,112.1438075,127.2805,101.1251648,10.19059536,53.77737224,36.577114,19.51459073,97.51861457,86.53202953,52.85240953,64.10941001
ENSG00000137693,586.0864951,340.073562,595.7133541,770.556843,968.1164628,912.1769166,672.5314361,277.6937234,581.1602125,362.0196412,356.1412809,442.5844815,1410.01665,343.5406619,129.228417
ENSG00000137699,199.655839,89.68973063,134.3138754,1029.54956,36.35912507,1166.737917,341.6656055,20.38119071,409.2549176,113.4828409,200.024555,34.69412249,557.9038746,33.63335152,1473.002035
ENSG00000137700,12.88102187,41.1077932,55.67414524,79.19611998,26.28370487,572.7622499,53.01707672,71.33416749,64.35055051,103.166219,82.93701061,65.63752903,136.1740886,19.21905801,51.99424591
ENSG00000137707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137709,61.18485388,11.21121633,8.351121786,154.1113686,22.34114914,21.21341666,3.927190868,12.73824419,20.59946801,14.06812077,4.878647683,0.937678986,55.10723986,0,38.3646863
ENSG00000137710,441.174999,306.439913,270.0196044,171.234854,476.6111817,127.2805,291.5939219,387.2426235,253.0270938,121.9237133,82.93701061,249.4226103,762.8481551,335.3725623,190.309036
ENSG00000137713,241.5191601,164.4311728,221.3047273,250.430974,253.1996903,84.85366666,147.2696575,73.88181633,191.4109859,212.897561,185.388612,231.6067096,280.5459484,168.647234,162.5451183
ENSG00000137714,22.54178827,14.94828844,41.75560893,23.54479243,125.2856599,233.3475833,60.87145845,50.95297678,53.41277989,44.08011175,29.2718861,39.38251742,69.22562363,56.21574468,33.82149977
ENSG00000137720,3.220255467,14.94828844,22.96558491,25.6852281,31.1023841,0,23.56314521,5.095297678,15.31287888,0.937874718,29.2718861,15.00286378,39.62256089,1.441429351,10.09597008
ENSG00000137726,3.220255467,0,43.84338938,36.38740648,10.9515437,0,32.39932466,7.642946517,30.80805393,26.26049211,0,13.12750581,44.17687824,11.05095836,3.533589528
ENSG00000137727,19.3215328,0,11.83075586,23.54479243,8.761234957,0,0.981797717,25.47648839,29.53198069,7.502997744,19.51459073,4.688394931,26.41504059,26.90668121,2.019194016
ENSG00000137731,6.440510935,3.73707211,22.2696581,19.26392108,0,0,1.963595434,0,6.015773844,3.751498872,4.878647683,2.813036959,4.098885609,3.363335152,4.543186536
ENSG00000137745,9.660766402,1842.37655,0,74.91524863,6.570926218,0,92.28898539,2.547648839,74.0122479,0,4.878647683,0,18.67270111,127.3262593,0
ENSG00000137747,9.660766402,29.89657688,26.44521899,312.5036086,45.12036003,42.42683333,106.0341534,2.547648839,98.43993563,150.9978296,9.757295366,98.45629355,132.5306347,10.09000546,110.5508724
ENSG00000137752,28.98229921,97.16387485,80.03158379,96.31960538,25.40758138,21.21341666,42.21730183,50.95297678,72.18928613,8.440872462,14.63594305,35.63180148,18.21726938,66.78622658,33.31670126
ENSG00000137757,0,0,4.871487709,0,1.314185244,0,4.908988585,0,0.546888531,5.627248308,0,4.688394931,1.366295203,0.9609529,0.504798504
ENSG00000137760,103.048175,63.53022586,93.9501201,72.77481295,91.11684355,21.21341666,22.58134749,5.095297678,31.35494246,37.51498872,39.02918147,30.00572756,60.57242067,49.48907438,53.00384292
ENSG00000137764,45.08357654,149.4828844,84.9030715,115.5835265,81.4794851,254.561,39.27190868,89.16770936,53.77737224,126.6130869,39.02918147,60.01145512,55.10723986,52.37193308,64.61420851
ENSG00000137766,25.76204374,0,7.655194971,17.1234854,0.876123496,0,0,0,0,0,39.02918147,3.750715945,0.455431734,0.48047645,0
ENSG00000137767,0,3.73707211,18.0940972,14.98304973,23.65533438,0,8.836179453,35.66708374,28.98509216,11.25449662,4.878647683,22.50429567,4.554317344,26.42620476,30.79270874
ENSG00000137770,389.6509115,470.8710858,809.3628865,224.7457459,509.4658128,212.1341666,260.176395,226.7407467,193.9631324,120.9858386,507.3793591,300.0572756,364.8008192,320.9582688,146.8963647
ENSG00000137776,302.7040139,653.9876192,473.9261614,642.1307025,339.0597928,106.0670833,300.4301014,173.240121,294.0437336,470.8131085,541.5298928,378.8223104,326.9999853,287.3249172,565.3743245
ENSG00000137801,354.2281014,388.6554994,622.8544999,1279.980534,774.4931702,4688.165083,2498.67519,733.7228656,4876.969626,2527.572365,492.743416,547.6045279,3395.24358,1840.224804,290.7639383
ENSG00000137802,28.98229921,115.8492354,110.6523637,282.5375091,47.31066877,106.0670833,101.1251648,73.88181633,148.7536805,298.2441603,87.8156583,150.0286378,78.78969005,104.7438662,70.16699206
ENSG00000137804,312.3647803,295.2286967,323.6059692,107.0217838,144.5603768,0,108.9795466,78.97711401,75.65291349,20.6332438,243.9323842,91.89254065,123.422,238.3163193,160.0211258
ENSG00000137806,0,0,9.742975418,12.84261405,7.885111461,0,17.67235891,5.095297678,14.76599034,10.3166219,19.51459073,0.937678986,5.920612547,22.58239316,26.75432071
ENSG00000137807,93.38740855,227.9613987,110.6523637,25.6852281,108.6393135,0,158.0694324,99.35830472,141.2795372,47.83161062,190.2672596,97.51861457,208.1323026,171.0496163,206.4625881
ENSG00000137809,25.76204374,82.21558641,29.22892625,136.9878832,109.515437,339.4146666,337.7384146,203.8119071,800.8271059,98.4768454,43.90782915,52.51002323,206.7660074,407.4440298,48.46065638
ENSG00000137812,264.0609483,291.4916245,343.7878469,89.89829835,154.635797,0,107.0159511,114.6441978,87.86675735,13.13024605,248.8110318,152.8416748,175.7966495,258.0158538,182.2322599
ENSG00000137814,99.82791949,59.79315375,97.42975418,40.66827783,114.7721779,84.85366666,49.08988585,35.66708374,42.29271308,26.26049211,136.6021351,129.3997001,79.70055352,123.0019713,46.94626087
ENSG00000137815,199.655839,201.8018939,187.9002402,374.5762431,155.0738587,42.42683333,145.3060621,135.0253885,111.0183718,137.8675836,151.2380782,331.0006821,168.05431,152.7915112,191.318633
ENSG00000137817,128.8102187,366.2330667,252.621434,276.1162021,197.5658483,84.85366666,263.1217881,175.7877699,247.3759123,584.2959493,263.4469749,215.6661668,283.7339705,187.3858156,317.0134605
ENSG00000137818,235.0786491,384.9184273,519.8573312,637.8498312,966.3642158,657.6159166,354.4289758,252.2172351,426.5730544,764.3678952,614.7096081,418.2048279,403.0570849,479.9959738,1248.3667
ENSG00000137819,3.220255467,41.1077932,13.91853631,57.79176323,77.09886762,0,66.76224475,38.21473258,55.41803783,14.06812077,112.2088967,56.26073917,88.8091882,34.59430442,6.562380552
ENSG00000137821,0,44.84486531,21.57373128,49.23002053,3.066432235,21.21341666,8.836179453,15.28589303,16.22435976,83.47084991,39.02918147,15.00286378,17.76183764,27.86763411,1.514395512
ENSG00000137822,28.98229921,119.5863075,73.07231563,72.77481295,58.26221246,84.85366666,84.43460366,89.16770936,77.65817144,42.20436231,87.8156583,116.2721943,104.2938672,72.07146754,89.34933521
ENSG00000137824,67.62536481,97.16387485,84.9030715,109.1622194,94.62133754,0,60.87145845,160.5018769,67.26728934,75.02997744,78.05836293,110.6461204,76.51253138,90.8100491,184.7562525
ENSG00000137825,0,0,0,0,0.876123496,0,0,0,0.911480885,0,0,0,3.188022141,0,1.009597008
ENSG00000137831,199.655839,437.2374368,565.788501,834.7699133,405.6451785,1230.378167,544.8977329,489.1485771,473.0585795,1474.339057,458.5928822,385.3860633,675.4052621,291.1687288,270.5719981
ENSG00000137834,3.220255467,78.4785143,73.07231563,74.91524863,38.54943381,275.7744166,384.864705,137.5730373,93.51793884,347.0136457,48.78647683,101.2693305,86.0765978,49.48907438,82.28215615
ENSG00000137841,12.88102187,63.53022586,68.89675474,136.9878832,43.80617479,21.21341666,29.45393151,50.95297678,142.1910181,84.40872462,34.15053378,88.1418247,35.06824355,165.7643753,77.23417111
ENSG00000137842,57.96459841,59.79315375,140.5772167,59.9321989,73.59437364,84.85366666,43.19909955,76.42946517,60.52233079,50.64523477,131.7234874,76.88967687,35.52367528,28.82858701,23.22073118
ENSG00000137843,0,18.68536055,2.783707262,25.6852281,0.438061748,0,9.81797717,0,2.916738833,0,4.878647683,0,4.554317344,0.48047645,5.552783544
ENSG00000137845,379.9901451,818.418792,857.3818367,466.6149772,774.931232,593.9756666,415.3004343,264.9554792,383.0042681,598.3640701,692.767971,403.2019641,449.9665536,475.6716857,326.0998336
ENSG00000137857,54.74434294,63.53022586,41.05968212,916.1064689,57.38608897,169.7073333,143.3424667,76.42946517,52.501299,63.77548083,175.6313166,63.76217106,30.5139262,53.33288598,240.2840879
ENSG00000137860,0,22.42243266,1.391853631,0,9.199296705,0,0,0,0.911480885,0,43.90782915,10.31446885,0.455431734,2.882858701,4.543186536
ENSG00000137868,0,112.1121633,22.2696581,57.79176323,29.78819885,190.92075,31.41752694,48.40532794,33.36020041,33.76348985,19.51459073,20.6289377,2.732590406,6.246193853,5.04798504
ENSG00000137869,0,0,0,17.1234854,0,190.92075,0,0,3.281331188,5.627248308,0,0,0,0,0.504798504
ENSG00000137871,215.7571163,467.1340137,480.1895027,432.3680064,494.1336516,148.4939167,261.1581927,226.7407467,291.6738833,537.4022134,473.2288253,269.113869,339.7520738,377.1740134,169.6122973
ENSG00000137872,12.88102187,44.84486531,22.96558491,72.77481295,10.0754202,0,14.72696575,35.66708374,12.94302857,137.8675836,73.17971525,16.87822175,8.197771219,30.75049282,11.10556709
ENSG00000137875,0,0,5.567414524,55.65132755,6.13286447,106.0670833,0,0,0.364592354,5.627248308,0,13.12750581,0.910863469,0,0.504798504
ENSG00000137876,93.38740855,130.7975238,306.2077988,70.63437728,293.5013711,84.85366666,34.36292009,76.42946517,127.607324,241.0338025,424.4423484,194.0995501,147.1044502,109.0681542,106.0076858
ENSG00000137877,16.10127734,78.4785143,74.46416926,271.8353307,20.1508404,148.4939167,262.1399904,66.23886981,86.77298029,141.6190824,43.90782915,145.3402429,85.16573433,44.68430987,112.0652679
ENSG00000137878,0,0,2.783707262,4.28087135,0.876123496,0,0,0,3.09903501,9.37874718,4.878647683,0,1.366295203,0.48047645,0.504798504
ENSG00000137880,0,0,4.175560893,2.140435675,0.438061748,0,1.963595434,40.76238142,2.187554125,3.751498872,0,0.937678986,0,0.48047645,1.514395512
ENSG00000137936,19.3215328,37.3707211,26.44521899,29.96609945,30.66432235,84.85366666,105.0523557,61.14357213,122.3207348,96.60109596,14.63594305,48.75930728,151.6587675,137.8967412,155.9827377
ENSG00000137941,35.42281014,11.21121633,38.27597485,74.91524863,265.0273575,21.21341666,77.56201964,78.97711401,43.02189779,34.70136457,273.2042703,53.44770221,131.6197712,298.3758756,25.7447237
ENSG00000137942,959.6361293,691.3583403,580.4029642,239.7287956,1351.858554,127.2805,819.8010937,369.4090816,1308.339663,470.8131085,1409.92918,990.1890094,922.2492621,651.5260665,434.1267134
ENSG00000137944,54.74434294,29.89657688,34.79634078,10.70217838,88.92653481,0,14.72696575,20.38119071,67.08499317,32.82561513,29.2718861,26.25501161,32.79108488,61.50098563,30.28791024
ENSG00000137947,0,33.63364899,22.96558491,14.98304973,31.97850759,0,19.63595434,2.547648839,44.29797103,3.751498872,53.66512452,27.1926906,23.68245019,25.94572831,31.29750725
ENSG00000137948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137955,470.1572982,355.0218504,332.6530178,363.8740648,263.2751105,296.9878333,246.431227,519.7203631,953.22671,241.9716773,253.6896795,560.7320338,372.5431587,432.4288052,170.1170959
ENSG00000137959,4308.701815,1917.117992,7912.687893,273.9757664,188.8046133,296.9878333,962.1617626,359.2184863,3591.599281,105.9798431,522.0153021,503.5336156,345.2172547,2483.582771,213.5297672
ENSG00000137960,0,0,20.18187765,17.1234854,7.008987966,42.42683333,0,0,1.822961771,4.68937359,9.757295366,0,4.098885609,9.129052555,3.533589528
ENSG00000137962,3539.060759,530.6642395,432.8664793,625.0072171,1254.608846,339.4146666,307.3026854,450.9338445,458.6571815,320.7531536,380.5345193,866.4153833,1083.472096,449.7259574,76.72937261
ENSG00000137965,541.0029185,306.439913,547.6944038,74.91524863,32.85463109,21.21341666,179.6689822,114.6441978,807.0251759,2.813624154,68.30106756,153.7793537,51.91921772,426.6630878,85.31094718
ENSG00000137968,0,0,13.91853631,160.5326756,20.58890215,0,64.79864932,2.547648839,82.21557586,9.37874718,0,64.69985005,10.47492989,23.06286961,3.028791024
ENSG00000137970,1368.608574,497.0305906,1268.674585,370.2953718,1215.62135,233.3475833,321.0478534,450.9338445,890.5168251,679.0212959,1000.122775,1083.019229,576.5765757,316.6339807,604.7486078
ENSG00000137975,0,0,0,599.321989,4.380617479,318.20125,20.61775206,0,0.911480885,0,0,15.94054277,0,0,267.5432071
ENSG00000137976,6.440510935,0,0,0,0,0,0,0,0.182296177,0,0,0,0,0.48047645,0
ENSG00000137992,338.1268241,179.3794613,421.7316502,145.5496259,511.6561215,0,212.0683069,135.0253885,129.9771743,99.41472011,336.6266901,167.8445385,148.9261771,254.1720422,147.9059617
ENSG00000137996,115.9291968,85.95265852,124.5709,100.6004767,177.8530696,21.21341666,74.61662649,76.42946517,110.2891871,78.78147632,229.2964411,187.5357972,104.7492989,203.7220149,104.9980888
ENSG00000138002,64.40510935,127.0604517,100.2134614,29.96609945,92.86909055,0,130.5790964,178.3354187,118.1279228,155.6872032,68.30106756,111.5837994,114.3133653,90.8100491,136.2955961
ENSG00000138018,1255.899632,616.6168981,870.6044462,648.5520095,1240.59087,657.6159166,483.0444767,863.6529564,347.4565135,469.8752337,858.6419922,969.5600717,407.1559705,418.9754646,313.9846695
ENSG00000138028,128.8102187,7.474144219,51.49858435,0,28.03595186,127.2805,3.927190868,124.8347931,53.95966842,36.577114,19.51459073,56.26073917,25.04874539,5.285240953,50.4798504
ENSG00000138029,183.5545616,280.2804082,164.2387285,201.2009535,406.9593638,339.4146666,145.3060621,280.2413723,212.5573425,121.9237133,195.1459073,222.2299197,139.3621107,177.2958101,110.5508724
ENSG00000138030,6.440510935,14.94828844,9.047048602,12.84261405,5.694802722,0,24.54494292,0,13.4899171,9.37874718,24.39323842,11.25214783,8.197771219,9.609529005,25.7447237
ENSG00000138031,138.4709851,115.8492354,46.62709664,130.5665762,38.11137206,148.4939167,91.30718768,387.2426235,239.901769,136.9297088,34.15053378,182.8474023,230.9038893,86.00528459,469.4626087
ENSG00000138032,305.9242694,284.0174803,532.3840139,269.6948951,522.6076652,169.7073333,186.5415662,374.5043793,181.9315847,189.450693,551.2871882,411.6410749,257.3189299,269.5472886,196.8714166
ENSG00000138035,560.3244513,89.68973063,199.0350692,246.1501026,129.6662774,275.7744166,118.7975238,326.0990514,161.1498205,70.34060385,287.8402133,148.1532798,103.3830037,116.7557774,162.0403198
ENSG00000138036,51.52408748,33.63364899,90.47048602,6.421307025,81.4794851,0,31.41752694,117.1918466,37.73530866,143.4948319,204.9032027,47.8216283,34.61281181,16.33619931,23.72552969
ENSG00000138039,0,0,0,0,0.438061748,0,3.927190868,0,0.546888531,8.440872462,0,4.688394931,4.554317344,1.441429351,0.504798504
ENSG00000138050,67.62536481,52.31900953,57.06599887,98.46004105,105.1348195,21.21341666,59.88966073,157.954228,55.60033401,57.2103578,63.42241988,27.1926906,73.32450924,97.5367194,62.5950145
ENSG00000138061,48.30383201,1775.109252,210.8658251,32.10653513,367.0957447,0,149.233253,10.19059536,202.1664604,230.7171806,73.17971525,378.8223104,111.1253432,77.35670849,2152.96562
ENSG00000138068,0,0,0,0,0,0,0,0,0,0,0,0,3.643453875,1.921905801,4.038388032
ENSG00000138069,673.0333927,418.5520763,352.8348955,402.4019069,1087.269258,424.2683333,384.864705,568.1256911,320.2943831,203.5188138,478.107473,383.5107054,300.129513,440.5969049,410.4011838
ENSG00000138071,1793.682295,773.5739267,1692.494015,770.556843,3799.309539,1039.457417,814.8921051,1258.538526,763.2740934,275.7351671,1414.807828,1207.730534,705.4637566,2141.003062,566.3839215
ENSG00000138073,119.1494523,93.42680274,74.46416926,196.9200821,83.66979384,169.7073333,148.2514553,137.5730373,161.1498205,143.4948319,165.8740212,199.7256241,99.2841181,120.599589,235.2361029
ENSG00000138074,669.8131372,310.1769851,100.9093883,171.234854,365.3434977,106.0670833,120.7611192,1834.307164,200.708091,220.4005587,375.6558716,588.8624033,165.7771513,86.00528459,804.6488154
ENSG00000138075,0,0,0.695926816,2.140435675,2.628370487,0,2.945393151,12.73824419,1.822961771,14.06812077,0,0,0,0.48047645,0
ENSG00000138078,125.5899632,160.6941007,256.1010681,190.4987751,353.0777688,190.92075,160.0330279,282.7890211,169.900037,149.1220802,219.5391457,288.8051278,153.9359262,135.0138825,200.4050061
ENSG00000138079,16.10127734,0,0.695926816,0,11.82766719,0,19.63595434,7.642946517,14.40139799,0.937874718,39.02918147,9.376789862,0.910863469,4.804764502,4.038388032
ENSG00000138080,6.440510935,11.21121633,36.18819441,128.4261405,13.14185244,190.92075,161.0148256,112.0965489,242.2716193,251.3504244,34.15053378,69.38824498,82.43314392,134.0529296,114.0844619
ENSG00000138081,283.3824811,444.711581,232.4395564,355.3123221,246.1907023,169.7073333,235.6314521,298.0749142,201.801868,171.6310734,278.0829179,265.3631531,248.665727,247.9258483,179.2034689
ENSG00000138083,0,0,0,0,6.570926218,0,5.890786302,0,0.182296177,86.28447406,73.17971525,0,0,4.324288052,0
ENSG00000138085,19.3215328,0,18.79002402,100.6004767,140.6178211,0,37.30831324,127.3824419,58.8816652,50.64523477,39.02918147,29.06804857,32.79108488,29.78953992,78.74856663
ENSG00000138092,61.18485388,56.05608164,72.37638882,38.52784215,61.76670645,42.42683333,80.50741279,129.9300908,81.30409498,49.70736006,19.51459073,124.7113052,47.82033211,49.96955083,113.0748649
ENSG00000138095,1004.719706,366.2330667,382.7597485,404.5423426,852.4681613,148.4939167,390.7554913,845.8194145,488.7360508,370.4605136,868.3992876,843.9110876,453.6100074,328.645892,855.6334643
ENSG00000138100,3.220255467,0,4.871487709,0,0,0,0,10.19059536,0,0,0,0,0,1.921905801,0.504798504
ENSG00000138101,180.3343062,142.0087402,142.6649972,77.0556843,412.6541665,42.42683333,250.3584178,649.6504539,182.4784733,108.7934673,102.4516013,404.1396431,152.1141993,94.6538607,170.6218944
ENSG00000138107,167.4532843,123.3233796,91.86233965,235.4479243,102.9445107,275.7744166,158.0694324,305.7178607,307.7159469,223.2141829,107.330249,332.8760401,166.232583,183.542004,224.6353343
ENSG00000138109,0,0,0,14.98304973,0,0,0,0,0.182296177,0,0,0.937678986,0,0,0
ENSG00000138111,32.20255467,22.42243266,13.2226095,79.19611998,12.26572894,63.64024999,60.87145845,94.26300704,28.6204998,42.20436231,34.15053378,34.69412249,19.12813284,26.90668121,31.29750725
ENSG00000138115,0,33.63364899,4.175560893,0,0,0,0,0,1.822961771,0,0,5.626073917,0.455431734,4.324288052,0
ENSG00000138119,434.7344881,773.5739267,233.83141,684.939416,178.7291931,445.48175,397.6280754,201.2642583,853.6929973,263.5427958,146.3594305,338.502114,631.6838156,597.7127041,430.5931239
ENSG00000138131,3.220255467,37.3707211,55.67414524,0,31.1023841,0,105.0523557,61.14357213,46.48552516,56.27248308,14.63594305,14.06518479,33.24651661,28.34811056,14.63915662
ENSG00000138134,35.42281014,29.89657688,162.8468748,104.8813481,63.08089169,190.92075,32.39932466,63.69122097,53.41277989,24.38474267,24.39323842,112.5214783,24.13788192,98.01719585,29.27831323
ENSG00000138135,0,37.3707211,18.0940972,0,1.752246991,0,0,0,3.828219719,0.937874718,14.63594305,13.12750581,0,0.48047645,0
ENSG00000138136,3.220255467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138138,363.8888678,108.3750912,270.7155312,117.7239621,330.7366196,233.3475833,165.9238142,63.69122097,153.4933811,145.3705813,136.6021351,210.0400929,194.0139188,141.2600764,126.7044245
ENSG00000138152,0,3.73707211,0,17.1234854,0.438061748,0,0.981797717,15.28589303,0.364592354,15.94387021,0,0,0.455431734,0.9609529,19.18234315
ENSG00000138160,608.6282833,261.5950477,187.2043134,102.7409124,109.515437,42.42683333,92.28898539,270.0507769,158.0507855,43.14223703,195.1459073,148.1532798,174.4303543,183.0615275,198.8906106
ENSG00000138161,0,3.73707211,3.479634078,0,3.942555731,0,11.7815726,45.8576791,4.557404427,22.50899323,4.878647683,14.06518479,8.197771219,9.609529005,7.57197756
ENSG00000138162,244.7394155,149.4828844,164.9346553,635.7093955,240.0578378,827.3232499,290.6121242,550.2921492,201.801868,1324.279102,180.5099643,242.8588574,257.7743617,45.64526277,4406.386142
ENSG00000138166,51.52408748,85.95265852,128.7464609,211.9031318,45.12036003,190.92075,136.4698827,35.66708374,98.43993563,134.1160847,9.757295366,253.1733263,149.3816089,100.9000546,51.48944741
ENSG00000138172,32.20255467,18.68536055,22.96558491,47.08958485,12.26572894,0,0.981797717,22.92883955,99.35141651,55.33460836,53.66512452,31.88108553,41.89971956,55.73526823,27.25911922
ENSG00000138175,19.3215328,22.42243266,22.2696581,29.96609945,42.05392779,21.21341666,6.872584019,40.76238142,28.6204998,72.21635329,48.78647683,25.31733263,28.23676753,44.68430987,21.70633567
ENSG00000138180,528.1218966,145.7458123,123.8749732,25.6852281,79.72723811,0,68.72584019,147.7636327,105.002598,10.3166219,258.5683272,123.7736262,130.253476,170.0886634,94.39732025
